ID	p.Age	q.Age	Coefficient.Age	p.Sex	q.Sex	Coefficient.Sex	p.Cohort	q.Cohort	Coefficient.Cohort.Interval2	Coefficient.Cohort.Longenity.OPEL	Coefficient.Cohort.Longenity.OPUS
BCAR3.12634.79.3	0,652392758	0,749508569	0,000109511	0,705248183	0,76543634	0,002390045	0,665952927	0,705254276	-0,001484182	0,001169919	0,014185751
ALKBH5.8793.13.3	0,65283905	0,749726824	-7,81E-05	0,00407274	0,009052254	-0,012975139	0,722175355	0,757934307	-0,00168283	0,002161572	0,009395159
ST8SIA3.6929.10.3	0,653838593	0,750580017	-9,18E-05	0,013151474	0,025782883	-0,01319199	1,66E-07	1,23E-06	-0,017851228	-0,028393715	0,029802054
UMODL1.9114.84.3	0,654703377	0,751277904	-6,30E-05	0,004376056	0,009657003	-0,010443758	0,000759623	0,002016241	0,009507895	-0,013689348	0,013600177
ACVR1B.2806.49.2	0,657364775	0,754036066	-5,42E-05	0,8850508	0,911539997	-0,000459114	0,001626466	0,003909131	-0,004375953	-0,01654852	0,008100405
FLT3LG.14093.10.3	0,659535514	0,75622947	6,43E-05	0,008673217	0,017715893	-0,009964484	0,053295756	0,079576358	0,005298903	0,005134952	0,020016298
CSF2RA.10438.19.3	0,660891454	0,756994898	-4,76E-05	0,032957232	0,056940285	0,006019058	0,004427819	0,009107855	0,000927499	0,017237318	0,017898652
DNASE2B.6533.20.3	0,660558018	0,756994898	-7,51E-05	0,027356188	0,048761031	-0,009803577	8,20E-05	0,000290778	0,006347273	-0,011198696	0,02962356
BNIP3.7045.4.3	0,660979476	0,756994898	-7,99E-05	0,655854569	0,72092244	0,002111346	0,004601888	0,009412953	-0,001095566	0,014564572	0,033778046
FAM19A3.7839.99.3	0,661502047	0,757296864	0,000113293	0,021897538	0,040461338	-0,015419532	0,034448256	0,054389521	-0,018479158	0,000596114	0,021558572
ZFYVE27.9102.28.3	0,661970161	0,757536276	9,99E-05	1,52E-06	6,44E-06	-0,028606976	0,446579398	0,500668738	-0,011007746	0,00479398	-0,004286014
UNC93B1.13487.24.3	0,663082442	0,758512375	0,000153479	0,18755055	0,255393556	0,012067699	0,041925365	0,064542996	0,029841521	-0,016703011	-0,00878394
CAND1.13937.75.3	0,663359174	0,758532285	7,04E-05	1,48E-46	5,34E-45	0,060962561	0,085323137	0,119183464	0,003880289	0,020952267	0,004896071
CLEC6A.6911.103.3	0,66593017	0,761174578	-7,14E-05	0,190924864	0,258903675	-0,005619284	0,363608511	0,4187224	0,007461835	0,008350998	0,011922207
NR3C2.12931.16.3	0,666333129	0,761337657	-0,000137779	0,074632072	0,116799791	0,01480785	0,00362335	0,007735984	-0,033256987	-0,041658992	-0,018055465
GAN.10054.3.3	0,667541513	0,762122922	-9,69E-05	0,058130912	0,093219802	0,011117021	0,152802794	0,196029901	0,002590127	-0,020994122	0,004612425
NRXN2.8876.51.3	0,667360979	0,762122922	-5,95E-05	0,987089565	0,989144431	-5,82E-05	0,001504495	0,003661105	0,011231304	0,002120077	0,022467798
ARHGEF2.12848.9.3	0,668741853	0,763195443	6,02E-05	0,439211434	0,521385327	0,002829424	0,226600072	0,275824057	0,005668788	-0,002473238	0,010258658
ZNF180.12771.19.3	0,670472816	0,764739504	6,15E-05	0,683493331	0,745458202	0,001531404	0,115771192	0,153936348	-0,008140394	-0,003231917	-0,014455625
SLC27A2.9045.3.3	0,670617719	0,764739504	-7,53E-05	2,89E-05	9,99E-05	0,019269879	0,071232858	0,101783051	-0,001228423	0,023719616	0,013481145
PTH1R.13470.43.3	0,67238001	0,766450323	8,41E-05	0,218646505	0,291229976	-0,006360126	0,023744707	0,039484519	-0,019090776	-0,004868878	0,005937625
POLH.10022.207.3	0,673366944	0,767014311	-8,90E-05	0,286666677	0,364882519	0,005848684	0,000688712	0,001851547	0,018952494	-0,00494444	0,030160236
POU2F1.11715.1.3	0,67357855	0,767014311	4,68E-05	0,180055981	0,246418842	-0,003874904	0,058988236	0,086486511	-0,007421397	0,000200904	0,008505208
MRRF.12355.223.3	0,673661458	0,767014311	-5,80E-05	0,833761607	0,869549359	-0,00075112	0,462623566	0,515691284	0,002389654	-0,007025416	0,004020507
LIF.7790.21.3	0,674253484	0,767389666	4,93E-05	0,094741103	0,14395726	-0,005091349	0,017981742	0,030845276	0,009287309	-0,003466934	0,0101189
DUSP6.12341.8.3	0,674925254	0,767855452	-6,94E-05	0,509929462	0,587684664	-0,002832084	0,280887549	0,333846437	0,00860589	-0,00342828	-0,007990896
KLHL13.12463.7.3	0,676662807	0,769417973	-4,38E-05	0,04539287	0,07552568	-0,005467437	2,40E-05	0,000101773	0,012187108	0,002227759	0,019860506
CRLF1.CLCF1.2607.54.2	0,676824768	0,769417973	-6,11E-05	0,003536962	0,007936418	-0,011118598	8,24E-05	0,00029191	0,003139866	-0,022471966	0,013545743
USP21.12681.63.3	0,67753926	0,769631975	-4,54E-05	0,109047837	0,161911128	0,004548538	4,24E-05	0,000166086	0,017511243	0,005882143	0,008425025
DHH.4389.2.1	0,677484114	0,769631975	5,62E-05	0,00020825	0,000614664	0,013035104	0,147316022	0,189739922	-0,006053942	-0,010230834	0,003526299
FARS2.13941.82.3	0,678185846	0,769909144	-4,60E-05	0,00041955	0,001163208	0,010177041	0,211989588	0,259878267	0,004997848	0,003329438	0,010515629
APOO.9373.405.3	0,678309697	0,769909144	-6,64E-05	0,121622028	0,17698728	-0,006437146	0,093529	0,128645398	-0,009509718	0,012508718	0,002957173
NHEJ1.11351.233.3	0,678577978	0,76991489	-9,03E-05	0,080878605	0,125036955	-0,009889262	3,22E-06	1,72E-05	-0,032833296	-0,018228499	0,015067973
CAMK2B.3351.1.1	0,678888018	0,769967992	0,000118776	0,04807171	0,079350876	-0,014743721	0,822896868	0,848422044	-0,008806665	-0,002536447	0,001456756
PXDNL.11324.3.3	0,679414455	0,770266388	8,14E-05	0,016805071	0,032001845	-0,012241134	0,004816541	0,009797205	0,019386875	-0,016079708	-0,001114792
CFB.4129.72.1	0,680569112	0,77097779	3,31E-05	3,27E-22	4,51E-21	-0,020349021	0,001281707	0,003174422	0,003125727	-0,014990532	-0,005753595
TUFT1.5690.49.3	0,680324529	0,77097779	-6,96E-05	0,032308252	0,055984383	0,009397212	0,281711468	0,334553814	0,002814272	-0,014932106	-0,001583902
STAU1.12471.47.3	0,680930034	0,771088017	7,11E-05	0,109774506	0,162907371	0,007191833	0,006002859	0,011822971	0,01621838	0,017473838	0,023207818
MEGF10.11168.3.3	0,682661609	0,772749693	-7,97E-05	0,628107108	0,696970141	0,002454713	0,000198766	0,000630576	-0,027904184	-0,001410087	0,006103426
SDHAF2.6420.4.3	0,682943679	0,772769927	3,42E-05	1,93E-40	5,59E-39	0,029309265	0,207596297	0,255348683	0,002701044	-0,005527729	0,00277
ACBD6.10075.75.3	0,683662792	0,773097965	-9,72E-05	0,079992971	0,12406121	-0,010853508	0,050590651	0,075963889	-0,016378258	-0,013755438	0,010775266
EDAR.2977.7.2	0,683762201	0,773097965	6,00E-05	0,000571412	0,001543286	-0,01320438	7,53E-05	0,000270748	-0,002562351	-0,018589785	0,018478547
SBSN.5724.58.3	0,684413946	0,773535854	-6,55E-05	0,368682441	0,449894093	-0,003763373	9,24E-07	5,73E-06	0,01891444	0,005925805	0,037774915
ANGPTL1.11142.11.3	0,688834345	0,777030644	4,28E-05	6,21E-34	1,40E-32	-0,03401928	3,62E-05	0,000145252	-0,002622402	-0,003326613	0,021567404
MFN1.11364.18.3	0,688691041	0,777030644	-7,57E-05	0,106791249	0,159450946	-0,007922649	1,14E-08	1,11E-07	0,03771158	0,0209962	0,032359542
CST7.3302.58.1	0,688549114	0,777030644	0,000136678	4,62E-08	2,31E-07	-0,048521369	5,33E-05	0,000202306	0,011555966	0,007531942	-0,067857921
HEPACAM2.9116.28.3	0,688095689	0,777030644	5,42E-05	7,12E-05	0,000229588	-0,013959771	0,002708299	0,006047157	0,008486992	-0,001085759	0,02097642
RRBP1.9492.5.3	0,688020167	0,777030644	-7,18E-05	0,258531429	0,334455741	-0,005250011	0,023497999	0,039141619	-0,010558048	-0,001829156	0,018593981
DNAJB14.8053.16.3	0,689285678	0,777240019	-8,52E-05	0,204550181	0,274958309	-0,007029142	0,021981927	0,036909952	-0,008764112	-0,016466969	0,016452726
PUF60.10575.31.3	0,690438704	0,778240158	-3,54E-05	4,56E-07	2,07E-06	0,011665648	4,06E-05	0,000160071	0,006377213	0,017839167	0,0192787
DEFB118.9306.7.3	0,69153272	0,779173038	5,24E-05	0,907430994	0,928703869	-0,000398946	0,052176232	0,078104134	-0,012361302	-0,003209798	-0,004653067
WFDC12.6037.6.3	0,69185369	0,779234518	-6,90E-05	0,013110384	0,025719565	-0,011230237	0,000178892	0,000573749	0,01630071	-0,002007988	0,029088898
C21orf33.5981.6.3	0,693362255	0,780633024	4,89E-05	0,433409548	0,515224575	0,002526683	0,310797559	0,365680958	0,005471827	0,004410328	0,010198377
NDUFB8.9800.20.3	0,69383424	0,780863852	5,22E-05	0,016083362	0,030808012	-0,008297871	0,031083268	0,049955252	0,006341882	-0,004657399	0,013866862
XDH.11264.33.3	0,695172879	0,781253548	6,39E-05	0,123442036	0,179457234	-0,006533158	0,096609665	0,132048257	0,001332083	-0,002932398	-0,019800351
AMH.4923.79.1	0,695248884	0,781253548	2,90E-05	1,40E-41	4,19E-40	-0,026262382	0,40639255	0,461272103	-0,000227491	-0,003295077	0,003538208
PDE3A.5254.69.3	0,695245343	0,781253548	-4,82E-05	0,237695723	0,312055651	-0,00377301	0,001571694	0,003791729	-0,015604347	-0,010410439	-0,009930315
MUL1.9315.16.3	0,695146751	0,781253548	-0,000136209	0,001191788	0,00301302	-0,029294735	0,490765153	0,541898102	0,017043006	0,011457281	0,014174952
DERL1.13393.46.3	0,695712702	0,781474521	8,12E-05	0,422003937	0,504166255	-0,004332705	0,000341021	0,000999486	0,029221836	-7,10E-05	0,012303315
TBX3.13978.122.3	0,696519423	0,78208035	-8,71E-05	8,40E-05	0,000267715	-0,022846732	0,013024241	0,023280653	-0,005160471	0,001243832	0,032894066
IL12B.IL23A.10365.132.3	0,697664124	0,783065066	6,24E-05	7,17E-26	1,19E-24	-0,04421212	9,52E-08	7,40E-07	-0,004348993	0,013740646	0,047484612
KIF23.5228.25.2	0,699443017	0,784523014	6,46E-05	1,40E-08	7,47E-08	0,024720517	0,021871022	0,036744824	0,01255115	-0,01108298	0,007672221
MFAP1.5606.24.3	0,699499494	0,784523014	-6,05E-05	0,588254437	0,660769673	-0,002205689	0,913580623	0,925605584	0,001908368	0,005540131	0,003542374
ENTHD2.7947.19.3	0,700191939	0,784697862	-6,44E-05	0,349964067	0,430645728	-0,004065392	0,005931821	0,011707541	0,007658257	0,003185411	0,027792055
GABBR2.9930.48.3	0,699983251	0,784697862	-0,000109511	0,245037535	0,320526446	0,008587045	0,661731292	0,701291315	0,011305425	0,00943099	0,007508144
FIG4.6948.82.3	0,701097902	0,785412242	-0,000102826	0,026383365	0,047344383	0,01546492	0,585388464	0,630667129	0,003290452	-0,001028547	0,016573815
PHF3.11544.39.3	0,704305921	0,7872202	5,49E-05	0,773880785	0,822828533	-0,001079625	0,67852124	0,718044366	0,002177929	-0,007662952	-0,000933182
PLA2G2E.2447.7.4	0,705028897	0,7872202	4,45E-05	0,00302065	0,006918874	-0,009068257	0,357181571	0,412947073	0,005470967	-0,005016646	0,001040464
GDF9.3067.67.1	0,704110359	0,7872202	5,44E-05	0,003941139	0,008779765	-0,010735258	1,64E-05	7,28E-05	0,01088103	-0,02326143	0,009202226
CXCL3.CXCL2.3148.49.1	0,703048745	0,7872202	7,12E-05	5,03E-12	3,85E-11	-0,033629437	4,88E-06	2,47E-05	0,006793697	-0,040121932	0,006670456
FGF1.3486.58.2	0,705133991	0,7872202	-3,85E-05	0,474702731	0,555180123	-0,001890755	5,99E-06	2,97E-05	0,011765331	0,013791671	-0,007843511
CSAG1.5716.49.3	0,704777955	0,7872202	-5,33E-05	0,615588588	0,686464591	-0,001836208	0,687599303	0,727125077	0,00385658	-0,005570158	-0,002301677
TSNARE1.7069.9.4	0,703865891	0,7872202	-4,01E-05	0,05865023	0,093949575	-0,005184711	0,004846202	0,009843847	-0,002151073	0,005807539	0,018632979
CADM4.8619.12.3	0,704033949	0,7872202	7,33E-05	0,166732785	0,231683324	-0,006938762	1,94E-20	1,42E-18	-0,062054179	-0,005386524	0,007046288
DPEP1.8794.13.3	0,704917691	0,7872202	-5,91E-05	0,773260538	0,822468026	-0,001168085	0,204172564	0,251454632	-0,002521114	0,00271421	0,015624632
C12orf49.9387.13.3	0,705595836	0,787435262	6,44E-05	0,717406376	0,77575366	-0,001603499	0,04112376	0,063543053	-0,001707491	0,018988485	0,022721831
RNASE13.6424.2.3	0,708790285	0,790397096	5,29E-05	0,004381858	0,009658579	-0,010488723	8,90E-08	6,96E-07	-0,009931845	-0,027797408	0,015068507
SPINK8.7962.11.3	0,708590355	0,790397096	7,77E-05	0,839808174	0,873245257	-0,001091682	0,003602695	0,007714409	0,023066482	0,013479941	-0,005152383
DOCK9.14002.18.3	0,711019279	0,79197692	4,74E-05	0,674175017	0,738009702	-0,001397654	0,000233769	0,000722805	0,012466354	0,010393477	0,025140319
TGFBR2.5133.17.3	0,710641929	0,79197692	6,96E-05	0,038611173	0,065585181	-0,010094491	0,166241307	0,211231896	-0,007564437	0,012767392	0,014773941
DLK2.9359.9.3	0,710984029	0,79197692	-6,48E-05	0,487367629	0,567496144	-0,003158166	5,17E-13	1,19E-11	0,009596018	0,038889992	0,071410229
XG.8044.90.3	0,711982583	0,792748023	6,38E-05	1,62E-05	5,87E-05	-0,019379165	0,001126327	0,002854361	0,000828248	-0,002387698	0,030922522
SIGLEC12.10037.98.3	0,712694678	0,793238939	7,15E-05	0,026781485	0,047941153	0,011185199	0,014704403	0,025863127	-0,02016735	-0,005338586	0,004022203
STAU2.12970.35.3	0,714619968	0,794474879	7,52E-05	0,000352351	0,000996737	0,019118187	0,010982407	0,020152786	-0,023192147	-0,005985948	-0,007759686
RBBP6.9887.40.3	0,714477402	0,794474879	-3,74E-05	4,39E-06	1,74E-05	-0,012221253	0,035212364	0,05546374	0,005102429	-0,003810094	0,010085542
YIPF6.9984.12.3	0,714497103	0,794474879	-5,10E-05	0,007915367	0,016304541	-0,009631965	3,17E-06	1,70E-05	0,008417738	0,001684747	0,034350877
CNP.6609.22.3	0,715041027	0,794640959	-7,18E-05	1,15E-08	6,27E-08	0,029212962	0,426150607	0,480528344	-0,005727281	-0,007516275	-0,016069796
KCNE5.8756.41.3	0,71606024	0,795471402	-7,60E-05	0,226545365	0,299703841	0,006570417	0,26363735	0,316040676	-0,010059211	-0,01110685	0,004739496
B3GALTL.5727.35.3	0,717355422	0,796607672	-6,60E-05	0,424449935	0,50632792	-0,003782738	1,56E-06	9,02E-06	0,006414708	-0,017210493	0,0350696
NXPH3.6054.6.3	0,717725477	0,796716137	3,05E-05	2,43E-10	1,57E-09	0,013924838	2,01E-05	8,67E-05	0,013192243	0,003018507	-0,003626029
MAGEA3.12576.21.3	0,720571332	0,799517036	-5,76E-05	0,855037419	0,886559535	0,000764441	0,310168419	0,365234552	0,006548833	-0,010441263	-0,003123951
HDAC8.2859.69.2	0,720795358	0,799517036	-3,90E-05	0,410121487	0,492044852	-0,002338431	3,66E-06	1,92E-05	0,01293177	-0,001047827	0,021089781
NR5A2.12444.39.3	0,721144206	0,799600759	-5,99E-05	0,007205539	0,014915925	-0,011727866	0,003037399	0,006679994	-0,00749764	-0,006287634	0,022877383
CD300E.10798.4.3	0,72217203	0,800436979	-5,32E-05	0,068151278	0,107288745	0,007092404	2,01E-09	2,29E-08	-0,031423927	-0,01943313	-0,001450521
CADM3.3630.27.4	0,723935928	0,801600754	5,11E-05	3,53E-13	2,93E-12	-0,027446177	6,53E-08	5,34E-07	-0,024096325	-0,014736278	0,011974544
PSMA1.3859.50.2	0,72431822	0,801600754	4,04E-05	0,664640081	0,729483015	0,00129146	3,56E-06	1,88E-05	-0,008059873	-0,02198705	0,007740135
C1D.7821.6.3	0,724257837	0,801600754	-4,90E-05	0,002242185	0,005280509	-0,011044533	0,000713574	0,001911358	0,017238153	-0,003115374	0,011075391
SEMA4C.7923.41.3	0,723594374	0,801600754	-7,14E-05	0,000351678	0,000996404	0,018772373	0,002785327	0,00617671	0,007039181	0,011788717	0,038903437
KCNN1.13539.131.3	0,72573189	0,80286149	4,35E-05	1,33E-08	7,12E-08	-0,018345792	4,01E-05	0,000158781	0,012237044	-0,003429171	0,021275336
RQCD1.8975.26.3	0,727491036	0,804503319	6,12E-05	0,529231067	0,606821196	0,002872558	0,291018608	0,344627299	0,008907237	0,013142378	0,009692105
CDHR3.8222.49.3	0,728491247	0,80530495	-5,45E-05	3,12E-05	0,000107509	-0,016997091	0,078647494	0,111006453	-0,009314018	-0,017706816	-0,012705564
BCL2L2.13097.11.3	0,729960451	0,806624223	-4,56E-05	0,703012082	0,763576064	-0,001309663	7,94E-05	0,000283497	-0,007615169	0,012264879	0,027617315
TSSK2.7873.32.3	0,730870559	0,807020153	6,60E-05	0,149370036	0,21116837	-0,007187777	0,031558232	0,050579632	0,010990851	0,009020422	0,026653415
TFIP11.9043.7.3	0,730726812	0,807020153	-6,19E-05	0,002820887	0,006512308	-0,013967053	0,001127107	0,002854361	-0,012958524	-0,005580578	0,023718884
ZDHHC14.11677.17.3	0,733369604	0,809473997	-7,31E-05	0,050703633	0,083085785	-0,010893147	1,05E-06	6,37E-06	-0,037730012	-0,007479229	0,009768701
GCNT4.10842.7.3	0,734062765	0,809586198	-4,09E-05	0,083177944	0,128320405	0,005419638	7,23E-07	4,61E-06	0,000488874	-0,013141211	0,02299212
FSTL1.13112.179.3	0,733938863	0,809586198	2,37E-05	0,13509529	0,193513087	-0,002703734	3,00E-12	6,05E-11	-0,007942059	0,009952244	0,022244948
CSNK2A2.CSNK2B.5226.36.3	0,734301601	0,809586198	-9,05E-05	0,893150483	0,917620359	-0,000930869	2,91E-05	0,000120474	-0,043794756	-0,015264186	-0,010008126
RFFL.14186.13.3	0,743873767	0,819521946	7,85E-05	0,001433462	0,003556299	0,019912369	0,82732101	0,851782455	-0,003814392	0,005788817	-0,004723793
PPM1L.7187.3.3	0,743761965	0,819521946	5,53E-05	3,18E-07	1,46E-06	0,022520447	0,015453347	0,027044369	0,007153887	-0,02342457	-0,003907555
NRN1.8806.18.3	0,744495408	0,819897992	-5,06E-05	0,523023114	0,600409187	-0,002579523	0,000102042	0,00035156	0,023157885	0,005766732	0,015289054
AIF1.2849.49.1	0,746071547	0,82132453	-5,56E-05	0,002485147	0,005810595	-0,013503855	0,148399352	0,190899106	0,002345063	-0,00240385	0,017118655
SUSD2.10021.1.3	0,746548771	0,821362752	6,40E-05	0,17291829	0,23835344	-0,007016588	0,025935879	0,042715342	0,01686203	-0,004178937	0,014225422
FTH1.FTL.5934.1.3	0,746948691	0,821362752	-0,000116422	8,20E-92	7,27E-90	0,195291237	1,32E-07	1,01E-06	-0,019302261	0,079683086	-0,024390148
ANKRD46.7851.30.3	0,746818106	0,821362752	-5,21E-05	0,052726208	0,086062588	-0,008128885	8,05E-06	3,87E-05	-0,010297268	-0,013070701	0,027071323
REN.3396.54.2	0,747288689	0,821427815	6,36E-05	1,09E-46	3,99E-45	0,074450871	3,81E-18	1,86E-16	0,013890933	0,094752123	0,055832456
SNAI2.10014.31.3	0,748570237	0,822527402	-5,68E-05	0,027775258	0,049267817	0,010133021	0,023356461	0,038994091	-0,017505694	-0,009642543	-0,000232483
BOLA2.8404.102.3	0,748917712	0,822600191	-6,83E-05	0,366767978	0,447744715	0,005007115	0,000246448	0,000754756	0,020373636	-0,016340273	0,022473613
HRK.8008.28.3	0,7493881	0,82280788	4,43E-05	0,025414944	0,046001678	-0,008064448	0,000243241	0,00074814	0,013720787	-0,004322894	0,019833153
VSTM2L.6549.60.3	0,75129478	0,824282533	6,04E-05	0,850950984	0,883110316	-0,000930983	0,000170192	0,000549462	0,018922899	-0,023741085	0,007160696
ADCYAP1.8285.64.3	0,751083434	0,824282533	-5,23E-05	0,171295334	0,236450615	-0,005864168	0,00043324	0,001232712	0,018248382	-0,003561283	0,020318136
ARHGDIA.6454.38.3	0,752430421	0,825218966	4,16E-05	0,390067005	0,471994992	0,002949692	0,029800189	0,048264426	-0,009697608	-0,011161832	0,003531095
NCOA2.14045.12.3	0,753341413	0,825669987	-6,36E-05	0,003495614	0,007865131	-0,015367579	0,81233923	0,839311991	0,004541614	-0,004792782	-0,00554665
ANGPTL7.6371.50.3	0,75340622	0,825669987	3,25E-05	0,022190189	0,040872988	-0,006159749	0,567388997	0,614247063	-0,003372392	-0,000329787	0,004350902
TNFRSF10A.4832.75.2	0,75482505	0,82617842	-4,89E-05	0,548509361	0,623306092	-0,002442407	6,50E-05	0,000239665	-0,020481967	-0,023502189	-0,024234602
IFNA6.5714.88.3	0,754262027	0,82617842	-3,99E-05	0,033020395	0,057015735	-0,007059463	6,62E-05	0,000243286	-0,012462545	-0,009884043	0,01466702
LIPK.6413.79.3	0,754483937	0,82617842	5,42E-05	0,203608968	0,27398259	-0,005725664	0,009657023	0,018095319	0,006032513	0,00667001	0,029297973
SPACA3.8076.4.3	0,754999971	0,82617842	7,77E-05	0,002076005	0,004916855	-0,019941265	0,817913297	0,844474547	-0,005162018	0,003370855	0,00823675
PROK1.2247.20.11	0,75570303	0,826638505	3,26E-05	0,535276401	0,611595107	0,001690272	0,0039908	0,00837982	-0,012950292	-0,003396117	-0,003705444
CCL20.2468.62.3	0,756995183	0,827742396	-4,26E-05	0,22297544	0,295668355	-0,004365986	0,036147326	0,056661805	-0,013129111	-0,003025753	-0,008215338
FOXL2.11375.49.3	0,757727209	0,827923827	5,97E-05	0,3097366	0,390004113	-0,005109029	2,35E-10	3,31E-09	-0,042998866	0,006498815	0,008219881
DNAJC4.8016.19.3	0,757655318	0,827923827	-7,54E-05	0,005899949	0,012523477	-0,017492184	0,013944563	0,024734898	0,005852841	-0,023893861	0,017952801
CD300LB.10713.151.3	0,758988444	0,828255614	5,01E-05	0,830355603	0,86831421	0,000909132	3,12E-12	6,25E-11	0,016715708	-0,030753547	0,030242749
PRSS37.5653.23.3	0,759163521	0,828255614	5,25E-05	0,55335248	0,627833981	-0,002638804	0,031023951	0,049887332	-0,002921881	0,005437303	0,024623529
PEX5.5915.58.3	0,758852875	0,828255614	6,21E-05	0,390182527	0,471994992	-0,004521553	0,178293229	0,2241116	0,005926737	-0,001891301	0,018860714
CLEC4D.7752.31.3	0,759126768	0,828255614	4,02E-05	2,20E-07	1,03E-06	-0,01769723	2,42E-08	2,18E-07	0,00927693	0,003794171	0,03847978
OSTN.7265.32.3	0,759790067	0,828630107	6,54E-05	0,058243687	0,09334947	-0,010526999	0,008767128	0,016619474	0,023508259	0,000459323	0,012446607
CD274.5060.62.3	0,760997248	0,829637327	7,18E-05	0,547382228	0,622508949	0,003691172	0,001073379	0,002727744	-0,018566475	0,00883815	0,034863904
SEMA5A.13132.14.3	0,761583803	0,829658333	5,51E-05	0,003353469	0,007592025	0,013851469	0,125113736	0,164920089	-0,003268528	-0,001689146	-0,020839987
DEAF1.6369.82.3	0,761416274	0,829658333	3,09E-05	0,059388809	0,094952191	-0,004994027	0,000904123	0,002346549	0,013407221	0,001293642	0,007649531
KIAA0319.10013.34.3	0,762487145	0,830221356	4,21E-05	0,14268512	0,203091959	-0,005309875	0,100152152	0,136063653	0,004775431	0,002953628	0,016681324
CCBL2.12682.5.3	0,762668302	0,830221356	5,69E-05	0,007102401	0,014733703	0,013193211	0,092776463	0,127764197	0,010372984	-0,000662588	0,017870824
