Up/Down with age	ID	Description	# Significant in top100	# Annotated in SOMAscan 2.9k	Min fdr	fdr_n10	fdr_n11	fdr_n12	fdr_n13	fdr_n14	fdr_n15	fdr_n16	fdr_n17	fdr_n18	fdr_n19	fdr_n20	fdr_n21	fdr_n22	fdr_n23	fdr_n24	fdr_n25	fdr_n26	fdr_n27	fdr_n28	fdr_n29	fdr_n30	fdr_n31	fdr_n32	fdr_n33	fdr_n34	fdr_n35	fdr_n36	fdr_n37	fdr_n38	fdr_n39	fdr_n40	fdr_n41	fdr_n42	fdr_n43	fdr_n44	fdr_n45	fdr_n46	fdr_n47	fdr_n48	fdr_n49	fdr_n50	fdr_n51	fdr_n52	fdr_n53	fdr_n54	fdr_n55	fdr_n56	fdr_n57	fdr_n58	fdr_n59	fdr_n60	fdr_n61	fdr_n62	fdr_n63	fdr_n64	fdr_n65	fdr_n66	fdr_n67	fdr_n68	fdr_n69	fdr_n70	fdr_n71	fdr_n72	fdr_n73	fdr_n74	fdr_n75	fdr_n76	fdr_n77	fdr_n78	fdr_n79	fdr_n80	fdr_n81	fdr_n82	fdr_n83	fdr_n84	fdr_n85	fdr_n86	fdr_n87	fdr_n88	fdr_n89	fdr_n90	fdr_n91	fdr_n92	fdr_n93	fdr_n94	fdr_n95	fdr_n96	fdr_n97	fdr_n98	fdr_n99	fdr_n100
down	GO:0038162	erythropoietin-mediated signaling pathway	1	1	0,191999167	NA	NA	NA	NA	NA	NA	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0046690	response to tellurium ion	1	1	0,191999167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0048571	long-day photoperiodism	1	1	0,191999167	NA	NA	0,214362963	0,241948718	0,268338462	0,298911538	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0050910	detection of mechanical stimulus involved in sensory perception of sound	1	1	0,191999167	NA	NA	NA	NA	NA	NA	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0060023	soft palate development	1	1	0,191999167	0,195086957	0,202176	0,214362963	0,241948718	0,268338462	0,298911538	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0060348	bone development	5	46	0,191999167	0,416514768	0,467409836	0,49326627	0,5383912	0,591329032	0,622564338	0,251971698	0,26005641	0,277664889	0,277652254	0,286196066	0,307267714	0,325988372	0,307614863	0,210431333	0,191999167	0,20020137	0,220553143	0,226419868	0,25311	0,276478033	0,280351613	0,300886667	0,305902623	0,329646667	0,34361641	0,34361641	0,309389872	0,330214185	0,338228947	0,343514894	0,317080109	0,332641961	0,346217689	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,434139024	0,445743594	0,473438125	0,478782782	0,489696496	0,508747092	0,5210256	0,41526581	0,427293006	0,427293006	0,439388608	0,44218367	0,4366573	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0060374	mast cell differentiation	1	1	0,191999167	NA	NA	NA	NA	NA	NA	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0061430	bone trabecula morphogenesis	2	6	0,191999167	0,252264516	0,277714286	0,290872881	0,317579661	0,352058824	0,389566667	0,268560504	0,269455814	0,277664889	0,277652254	0,286196066	0,305065934	0,314127604	0,298754425	0,1985975	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,2739	0,29367	0,260985	0,260985	0,292440357	0,304576867	0,305957647	0,311722222	0,2396752	0,2521736	0,2712888	0,2912175	0,305085	0,336185474	0,301895556	0,346432308	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0071300	cellular response to retinoic acid	3	15	0,191999167	0,297978378	0,3321	0,352951111	0,389549153	0,427210169	0,473935294	0,347841964	0,344634146	0,358763465	0,353295273	0,354604773	0,375822039	0,386206897	0,359984292	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,291913043	0,293683562	0,323047606	0,339037808	0,339037808	0,309389872	0,330214185	0,338228947	0,343514894	0,306976464	0,320927191	0,339821136	0,345784253	0,36017655	0,370386725	0,372627816	0,383064798	0,400500414	0,420771737	0,420771737	0,426153	0,431908092	0,447375621	0,459059112	0,436252941	0,446877857	0,446806283	0,43825206	0,450581117	0,456269848	0,457529455	0,457529455	0,47070995	0,48447901	0,476164909	0,488460811	0,486549785	0,49915263	0,50209	0,507780848	0,52143128	0,532069939	0,4288503	0,436826839	0,436826839	0,446528522	0,450097104	0,451199505	0,429669707	0,436966912	0,438703358	0,438703358	0,447615365	0,456174173	0,432464541	0,438887395	0,438887395	0,445792664	0,454285739	0,453706131	0,447147881	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0071306	cellular response to vitamin E	1	1	0,191999167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0072189	ureter development	1	1	0,191999167	0,195086957	0,202176	0,214362963	0,241948718	0,268338462	0,298911538	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0072298	regulation of metanephric glomerulus development	1	1	0,191999167	0,195086957	0,202176	0,214362963	0,241948718	0,268338462	0,298911538	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0072300	positive regulation of metanephric glomerulus development	1	1	0,191999167	0,195086957	0,202176	0,214362963	0,241948718	0,268338462	0,298911538	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0097324	melanocyte migration	1	1	0,191999167	NA	NA	NA	NA	NA	NA	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0097326	melanocyte adhesion	1	1	0,191999167	NA	NA	NA	NA	NA	NA	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:1900154	regulation of bone trabecula formation	1	1	0,191999167	0,195086957	0,202176	0,214362963	0,241948718	0,268338462	0,298911538	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:1900155	negative regulation of bone trabecula formation	1	1	0,191999167	0,195086957	0,202176	0,214362963	0,241948718	0,268338462	0,298911538	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:1902618	cellular response to fluoride	1	1	0,191999167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:2000527	regulation of myeloid dendritic cell chemotaxis	1	1	0,191999167	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
